# Wordlist

# DATA
ID	LOCAL_ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	ALIGNMENT	STRUCTURE
267	ChiapasZoque-27_feather-1	ChiapasZoque	FEATHER	feather	pək	pək	p ə k	1 7 1	AXN	PEK	1	1.P.C 1.E.V 1.K.c	2.0 1.5 0.8	pək	0	206	p ə - k -	c v c
#
268	NorthHighlandMixe-28_fire-1	NorthHighlandMixe	FIRE	fire	həəhn	həəhn	h əː h n	3 7 3 4	AXBC	HEHN	3	3.H.C 3.E.V 3.H.C 3.N.C	2.0 1.5 1.75 1.5	həːhn	0	210	h əː h n	c v c c
269	SouthHighlandMixe-28_fire-1	SouthHighlandMixe	FIRE	fire	həən	həən	h əː n	3 7 4	AXN	HEN	9	9.H.C 9.E.V 9.N.c	2.0 1.5 0.8	həːn	0	209	h əː n -	c v c
270	LowlandMixe-28_fire-1	LowlandMixe	FIRE	fire	həən	həən	h əː n	3 7 4	AXN	HEN	2	2.H.C 2.E.V 2.N.c	2.0 1.5 0.8	həːn	0	209	h əː n -	c v c
271	SayulaPopoluca-28_fire-1	SayulaPopoluca	FIRE	fire	həhn	həhn	h ə h n	3 7 3 4	AXBC	HEHN	7	7.H.C 7.E.V 7.H.C 7.N.C	2.0 1.5 1.75 1.5	həhn	0	210	h ə h n	c v c c
272	OlutaPopoluca-28_fire-1	OlutaPopoluca	FIRE	fire	hənə	hənə	h ə n ə	3 7 4 7	AXBZ	HENE	4	4.H.C 4.E.V 4.N.C 4.E.V	2.0 1.5 1.75 0.8	hənə	0	209	h ə n ə	c v c v
273	TexistepecZoque-28_fire-1	TexistepecZoque	FIRE	fire	hukut	hukut	h u k u t	3 7 1 7 1	AXBYN	HYKYT	10	10.H.C 10.Y.V 10.K.C 10.Y.V 10.T.c	2.0 1.5 1.75 1.3 0.8	hukut	0	208	h u k u t - -	c v c v c
274	SoteapanZoque-28_fire-1	SoteapanZoque	FIRE	fire	huktə	huktə	h u k t ə	3 7 1 1 7	AXMBZ	HYKTE	8	8.H.C 8.Y.V 8.K.c 8.T.C 8.E.V	2.0 1.5 1.1 1.75 0.8	huktə	0	208	h u k - t ə -	c v c c v
275	SantaMariaChimalapaZoque-28_fire-1	SantaMariaChimalapaZoque	FIRE	fire	hukutə	hukutə	h u k u t ə	3 7 1 7 1 7	AXBYBZ	HYKYTE	6	6.H.C 6.Y.V 6.K.C 6.Y.V 6.T.C 6.E.V	2.0 1.5 1.75 1.3 1.75 0.8	hukutə	0	208	h u k u t ə -	c v c v c v
276	SanMiguelChimalapaZoque-28_fire-1	SanMiguelChimalapaZoque	FIRE	fire	ʔaʔts-əʔ	ʔaʔts-əʔ	ʔ a ʔ ts + ə ʔ	1 7 1 2 9 7 1	AXBC_XN	HAHC_EH	5	5.H.C 5.A.V 5.H.C 5.C.C 5._._ 5.E.V 5.H.c	2.0 1.5 1.75 1.5 0.0 1.5 0.8	ʔaʔts+əʔ	0	212	ʔ a ʔ ts + ə ʔ	c v c c + v c
277	ChiapasZoque-28_fire-1	ChiapasZoque	FIRE	fire	hukətək	hukətək	h u k ə t ə k	3 7 1 7 1 7 1	AXBYBYN	HYKETEK	1	1.H.C 1.Y.V 1.K.C 1.E.V 1.T.C 1.E.V 1.K.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	hukətək	0	208	h u k ə t ə k	c v c v c v c
#
278	NorthHighlandMixe-29_fish-1	NorthHighlandMixe	FISH	fish	ahkš	ahkš	a h k ʃ	7 3 1 3	XMBC	AHKS	3	3.A.V 3.H.c 3.K.C 3.S.C	1.5 1.1 1.75 1.5	ahkʃ	0	214	a h k ʃ	v c c c
279	SouthHighlandMixe-29_fish-1	SouthHighlandMixe	FISH	fish	akš	akš	a k ʃ	7 1 3	XBC	AKS	9	9.A.V 9.K.C 9.S.C	1.5 1.75 1.5	akʃ	0	214	a - k ʃ	v c c
280	LowlandMixe-29_fish-1	LowlandMixe	FISH	fish	akš	akš	a k ʃ	7 1 3	XBC	AKS	2	2.A.V 2.K.C 2.S.C	1.5 1.75 1.5	akʃ	0	214	a - k ʃ	v c c
281	SayulaPopoluca-29_fish-1	SayulaPopoluca	FISH	fish	akš	akš	a k ʃ	7 1 3	XBC	AKS	7	7.A.V 7.K.C 7.S.C	1.5 1.75 1.5	akʃ	0	214	a - k ʃ	v c c
282	OlutaPopoluca-29_fish-1	OlutaPopoluca	FISH	fish	koʔke	koʔke	k o ʔ k e	1 7 1 1 7	AXMBZ	KUHKE	4	4.K.C 4.U.V 4.H.c 4.K.C 4.E.V	2.0 1.5 1.1 1.75 0.8	koʔke	0	213	k o ʔ k e -	c v c c v
283	TexistepecZoque-29_fish-1	TexistepecZoque	FISH	fish	woʔŋ	woʔŋ	w o ʔ ŋ	6 7 1 4	AXBC	WUHN	10	10.W.C 10.U.V 10.H.C 10.N.C	2.0 1.5 1.75 1.5	woʔŋ	0	222	w o ʔ ŋ	c v c c
284	SoteapanZoque-29_fish-1	SoteapanZoque	FISH	fish	təʔəpə	təʔəpə	t ə ʔ ə p ə	1 7 1 7 1 7	AXBYBZ	TEHEPE	8	8.T.C 8.E.V 8.H.C 8.E.V 8.P.C 8.E.V	2.0 1.5 1.75 1.3 1.75 0.8	təʔəpə	0	220	t ə ʔ ə p ə	c v c v c v
285	SantaMariaChimalapaZoque-29_fish-1	SantaMariaChimalapaZoque	FISH	fish	koke	koke	k o k e	1 7 1 7	AXBZ	KUKE	6	6.K.C 6.U.V 6.K.C 6.E.V	2.0 1.5 1.75 0.8	koke	0	213	k o - k e -	c v c v
286	SanMiguelChimalapaZoque-29_fish-1	SanMiguelChimalapaZoque	FISH	fish	koke	koke	k o k e	1 7 1 7	AXBZ	KUKE	5	5.K.C 5.U.V 5.K.C 5.E.V	2.0 1.5 1.75 0.8	koke	0	213	k o - k e -	c v c v
287	ChiapasZoque-29_fish-1	ChiapasZoque	FISH	fish	kokeh	kokeh	k o k e h	1 7 1 7 3	AXBYN	KUKEH	1	1.K.C 1.U.V 1.K.C 1.E.V 1.H.c	2.0 1.5 1.75 1.3 0.8	kokeh	0	213	k o - k e h	c v c v c
#
288	NorthHighlandMixe-30_flyv-1	NorthHighlandMixe	FLY (MOVE THROUGH AIR)	fly v.	hεy ~ hεεy	hεy	h ɛ j	3 7 6	AXN	HEJ	3	3.H.C 3.E.V 3.J.c	2.0 1.5 0.8	hɛj	0	225	h ɛ - j	c v c
289	NorthHighlandMixe-30_flyv-2	NorthHighlandMixe	FLY (MOVE THROUGH AIR)	fly v.	hεy ~ hεεy	hεεy	h ɛ ɛ j	3 7 7 6	AXYN	HEEJ	3	3.H.C 3.E.V 3.E.V 3.J.c	2.0 1.5 1.3 0.8	hɛɛj	0	225	h ɛ ɛ j	c v v c
290	SouthHighlandMixe-30_flyv-1	SouthHighlandMixe	FLY (MOVE THROUGH AIR)	fly v.	kæhkəʔək	kæhkəʔək	k æ h k ə ʔ ə k	1 7 3 1 7 1 7 1	AXMBYBYN	KEHKEHEK	9	9.K.C 9.E.V 9.H.c 9.K.C 9.E.V 9.H.C 9.E.V 9.K.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kæhkəʔək	0	231	k æ h k ə ʔ ə k	c v c c v c v c
291	LowlandMixe-30_flyv-1	LowlandMixe	FLY (MOVE THROUGH AIR)	fly v.	keek	keek	k eː k	1 7 1	AXN	KEK	2	2.K.C 2.E.V 2.K.c	2.0 1.5 0.8	keːk	0	224	k eː - k	c v c
292	SayulaPopoluca-30_flyv-1	SayulaPopoluca	FLY (MOVE THROUGH AIR)	fly v.	keek ~ keʔk	keek	k eː k	1 7 1	AXN	KEK	7	7.K.C 7.E.V 7.K.c	2.0 1.5 0.8	keːk	0	224	k eː - k	c v c
293	SayulaPopoluca-30_flyv-2	SayulaPopoluca	FLY (MOVE THROUGH AIR)	fly v.	keek ~ keʔk	keʔk	k e ʔ k	1 7 1 1	AXLN	KEHK	7	7.K.C 7.E.V 7.H.c 7.K.c	2.0 1.5 1.1 0.8	keʔk	0	224	k e ʔ k	c v c c
294	OlutaPopoluca-30_flyv-1	OlutaPopoluca	FLY (MOVE THROUGH AIR)	fly v.	napap	napap	n a p a p	4 7 1 7 1	AXBYN	NAPAP	4	4.N.C 4.A.V 4.P.C 4.A.V 4.P.c	2.0 1.5 1.75 1.3 0.8	napap	0	226	n a p a p	c v c v c
295	TexistepecZoque-30_flyv-1	TexistepecZoque	FLY (MOVE THROUGH AIR)	fly v.	kek	kek	k e k	1 7 1	AXN	KEK	10	10.K.C 10.E.V 10.K.c	2.0 1.5 0.8	kek	0	224	k e - k	c v c
296	SoteapanZoque-30_flyv-1	SoteapanZoque	FLY (MOVE THROUGH AIR)	fly v.	kek	kek	k e k	1 7 1	AXN	KEK	8	8.K.C 8.E.V 8.K.c	2.0 1.5 0.8	kek	0	224	k e - k	c v c
297	SantaMariaChimalapaZoque-30_flyv-1	SantaMariaChimalapaZoque	FLY (MOVE THROUGH AIR)	fly v.	kek	kek	k e k	1 7 1	AXN	KEK	6	6.K.C 6.E.V 6.K.c	2.0 1.5 0.8	kek	0	224	k e - k	c v c
298	SanMiguelChimalapaZoque-30_flyv-1	SanMiguelChimalapaZoque	FLY (MOVE THROUGH AIR)	fly v.	yuk-kek	yuk-kek	j u k + k e k	6 7 1 9 1 7 1	AXN_AXN	JYK_KEK	5	5.J.C 5.Y.V 5.K.c 5._._ 5.K.C 5.E.V 5.K.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	juk+kek	0	227	j u k + k e k	c v c + c v c
299	ChiapasZoque-30_flyv-1	ChiapasZoque	FLY (MOVE THROUGH AIR)	fly v.	sitiht	sitiht	s i t i h t	3 7 1 7 3 1	AXBYLN	SITIHT	1	1.S.C 1.I.V 1.T.C 1.I.V 1.H.c 1.T.c	2.0 1.5 1.75 1.3 1.1 0.8	sitiht	0	223	s i t i h t	c v c v c c
#
300	NorthHighlandMixe-31_foot-1	NorthHighlandMixe	FOOT	foot	tek	tek	t e k	1 7 1	AXN	TEK	3	3.T.C 3.E.V 3.K.c	2.0 1.5 0.8	tek	0	233	t e k -	c v c
301	SouthHighlandMixe-31_foot-1	SouthHighlandMixe	FOOT	foot	teky	teky	t e k j	1 7 1 6	AXBC	TEKJ	9	9.T.C 9.E.V 9.K.C 9.J.C	2.0 1.5 1.75 1.5	tekj	0	233	t e k j	c v c c
302	LowlandMixe-31_foot-1	LowlandMixe	FOOT	foot	teky	teky	t e k j	1 7 1 6	AXBC	TEKJ	2	2.T.C 2.E.V 2.K.C 2.J.C	2.0 1.5 1.75 1.5	tekj	0	233	t e k j	c v c c
303	SayulaPopoluca-31_foot-1	SayulaPopoluca	FOOT	foot	tan	tan	t a n	1 7 4	AXN	TAN	7	7.T.C 7.A.V 7.N.c	2.0 1.5 0.8	tan	0	238	t a n	c v c
304	OlutaPopoluca-31_foot-1	OlutaPopoluca	FOOT	foot	kəʔšta	kəʔšta	k ə ʔ ʃ t a	1 7 1 3 1 7	AXBYBZ	KEHSTA	4	4.K.C 4.E.V 4.H.C 4.S.V 4.T.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kəʔʃta	0	235	k ə ʔ ʃ t a	c v c c c v
305	TexistepecZoque-31_foot-1	TexistepecZoque	FOOT	foot	pak	pak	p a k	1 7 1	AXN	PAK	10	10.P.C 10.A.V 10.K.c	2.0 1.5 0.8	pak	1	241	p a k	c v c
306	SoteapanZoque-31_foot-1	SoteapanZoque	FOOT	foot	puy	puy	p u j	1 7 6	AXN	PYJ	8	8.P.C 8.Y.V 8.J.c	2.0 1.5 0.8	puj	0	239	p u j	c v c
307	SantaMariaChimalapaZoque-31_foot-1	SantaMariaChimalapaZoque	FOOT	foot	maŋ-kuʔy	maŋ-kuʔy	m a ŋ + k u ʔ j	4 7 4 9 1 7 1 6	AXN_AXBC	MAN_KYHJ	6	6.M.C 6.A.V 6.N.c 6._._ 6.K.C 6.Y.V 6.H.C 6.J.C	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.5	maŋ+kuʔj	0	236	m a ŋ + k u ʔ j -	c v c + c v c c
308	SanMiguelChimalapaZoque-31_foot-1	SanMiguelChimalapaZoque	FOOT	foot	maŋ-kuyʔ	maŋ-kuyʔ	m a ŋ + k u j ʔ	4 7 4 9 1 7 6 1	AXN_AXLN	MAN_KYJH	5	5.M.C 5.A.V 5.N.c 5._._ 5.K.C 5.Y.V 5.J.c 5.H.c	2.0 1.5 0.8 0.0 2.0 1.5 1.1 0.8	maŋ+kujʔ	0	236	m a ŋ + k u - j ʔ	c v c + c v c c
309	ChiapasZoque-31_foot-1	ChiapasZoque	FOOT	foot	neʔŋ-bak	neʔŋ-bak	n e ʔ ŋ + b a k	4 7 1 4 9 1 7 1	AXBC_AXN	NEHN_PAK	1	1.N.C 1.E.V 1.H.C 1.N.C 1._._ 1.P.C 1.A.V 1.K.c	2.0 1.5 1.75 1.5 0.0 2.0 1.5 0.8	neʔŋ+bak	0	232	n e ʔ ŋ + b a k	c v c c + c v c
#
310	NorthHighlandMixe-32_full-1	NorthHighlandMixe	FULL	full	uts	uts	u ts	7 2	XN	YC	3	3.Y.V 3.C.c	1.5 0.8	uts	0	244	u ts -	v c
311	SouthHighlandMixe-32_full-1	SouthHighlandMixe	FULL	full	uhts	uhts	u h ts	7 3 2	XLN	YHC	9	9.Y.V 9.H.c 9.C.c	1.5 1.1 0.8	uhts	0	250	u h ts	v c c
312	LowlandMixe-32_full-1	LowlandMixe	FULL	full	kuʔušy	kuʔušy	k u ʔ u ʃ j	1 7 1 7 3 6	AXBYBC	KYHYSJ	2	2.K.C 2.Y.V 2.H.C 2.Y.V 2.S.C 2.J.C	2.0 1.5 1.75 1.3 1.75 1.5	kuʔuʃj	0	243	k u ʔ u ʃ j	c v c v c c
313	SayulaPopoluca-32_full-1	SayulaPopoluca	FULL	full	patsik	patsik	p a ts i k	1 7 2 7 1	AXBYN	PACIK	7	7.P.C 7.A.V 7.C.C 7.I.V 7.K.c	2.0 1.5 1.75 1.3 0.8	patsik	0	248	p a ts i k	c v c v c
314	OlutaPopoluca-32_full-1	OlutaPopoluca	FULL	full	utsi	utsi	u ts i	7 2 7	XBZ	YCI	4	4.Y.V 4.C.C 4.I.V	1.5 1.75 0.8	utsi	0	244	u ts i	v c v
315	TexistepecZoque-32_full-1	TexistepecZoque	FULL	full	kus-deʔ	kus-deʔ	k u s + d e ʔ	1 7 3 9 1 7 1	AXN_AXN	KYS_TEH	10	10.K.C 10.Y.V 10.S.c 10._._ 10.T.C 10.E.V 10.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kus+deʔ	0	251	k u s + d e ʔ	c v c + c v c
316	SoteapanZoque-32_full-1	SoteapanZoque	FULL	full	kus-ne	kus-ne	k u s + n e	1 7 3 9 4 7	AXN_AX	KYS_NE	8	8.K.C 8.Y.V 8.S.c 8._._ 8.N.C 8.E.V	2.0 1.5 0.8 0.0 2.0 1.5	kus+ne	0	249	k u s + n e	c v c + c v
317	SantaMariaChimalapaZoque-32_full-1	SantaMariaChimalapaZoque	FULL	full	yag-aŋ-tas	yag-aŋ-tas	j a g + a ŋ + t a s	6 7 1 9 7 4 9 1 7 3	AXN_XN_AXN	JAK_AN_TAS	6	6.J.C 6.A.V 6.K.c 6._._ 6.A.V 6.N.c 6._._ 6.T.C 6.A.V 6.S.c	2.0 1.5 0.8 0.0 1.5 0.8 0.0 2.0 1.5 0.8	jag+aŋ+tas	0	247	j a g + a ŋ + t a s	c v c + v c + c v c
318	SanMiguelChimalapaZoque-32_full-1	SanMiguelChimalapaZoque	FULL	full	taš-əʔ	taš-əʔ	t a ʃ + ə ʔ	1 7 3 9 7 1	AXN_XN	TAS_EH	5	5.T.C 5.A.V 5.S.c 5._._ 5.E.V 5.H.c	2.0 1.5 0.8 0.0 1.5 0.8	taʃ+əʔ	0	246	t a ʃ + ə ʔ	c v c + v c
319	ChiapasZoque-32_full-1	ChiapasZoque	FULL	full	hoʔəyupə	hoʔəyupə	h o ʔ ə j u p ə	3 7 1 7 6 7 1 7	AXBYBYBZ	HUHEJYPE	1	1.H.C 1.U.V 1.H.C 1.E.V 1.J.C 1.Y.V 1.P.C 1.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	hoʔəjupə	0	242	h o ʔ ə j u p ə	c v c v c v c v
#
320	NorthHighlandMixe-33_give-1	NorthHighlandMixe	GIVE	give	məʔə	məʔə	m ə ʔ ə	4 7 1 7	AXBZ	MEHE	3	3.M.C 3.E.V 3.H.C 3.E.V	2.0 1.5 1.75 0.8	məʔə	0	253	m ə ʔ ə	c v c v
321	SouthHighlandMixe-33_give-1	SouthHighlandMixe	GIVE	give	yak	yak	j a k	6 7 1	AXN	JAK	9	9.J.C 9.A.V 9.K.c	2.0 1.5 0.8	jak	0	260	j a k	c v c
322	LowlandMixe-33_give-1	LowlandMixe	GIVE	give	moʔ	moʔ	m o ʔ	4 7 1	AXN	MUH	2	2.M.C 2.U.V 2.H.c	2.0 1.5 0.8	moʔ	0	253	m o ʔ -	c v c
323	SayulaPopoluca-33_give-1	SayulaPopoluca	GIVE	give	moy ~ moʔ	moy	m o j	4 7 6	AXN	MUJ	7	7.M.C 7.U.V 7.J.c	2.0 1.5 0.8	moj	0	255	m o j	c v c
324	SayulaPopoluca-33_give-2	SayulaPopoluca	GIVE	give	moy ~ moʔ	moʔ	m o ʔ	4 7 1	AXN	MUH	7	7.M.C 7.U.V 7.H.c	2.0 1.5 0.8	moʔ	0	253	m o ʔ -	c v c
325	OlutaPopoluca-33_give-1	OlutaPopoluca	GIVE	give	moy ~ moʔ	moy	m o j	4 7 6	AXN	MUJ	4	4.M.C 4.U.V 4.J.c	2.0 1.5 0.8	moj	0	255	m o j	c v c
326	OlutaPopoluca-33_give-2	OlutaPopoluca	GIVE	give	moy ~ moʔ	moʔ	m o ʔ	4 7 1	AXN	MUH	4	4.M.C 4.U.V 4.H.c	2.0 1.5 0.8	moʔ	0	253	m o ʔ -	c v c
327	TexistepecZoque-33_give-1	TexistepecZoque	GIVE	give	čeʔ	čeʔ	tʃ e ʔ	1 7 1	AXN	TEH	10	10.T.C 10.E.V 10.H.c	2.0 1.5 0.8	tʃeʔ	0	252	tʃ e ʔ	c v c
328	SoteapanZoque-33_give-1	SoteapanZoque	GIVE	give	čiʔ	čiʔ	tʃ i ʔ	1 7 1	AXN	TIH	8	8.T.C 8.I.V 8.H.c	2.0 1.5 0.8	tʃiʔ	0	252	tʃ i ʔ	c v c
329	SantaMariaChimalapaZoque-33_give-1	SantaMariaChimalapaZoque	GIVE	give	tsiʔ	tsiʔ	ts i ʔ	2 7 1	AXN	CIH	6	6.C.C 6.I.V 6.H.c	2.0 1.5 0.8	tsiʔ	0	252	ts i ʔ	c v c
330	SanMiguelChimalapaZoque-33_give-1	SanMiguelChimalapaZoque	GIVE	give	tsiʔ	tsiʔ	ts i ʔ	2 7 1	AXN	CIH	5	5.C.C 5.I.V 5.H.c	2.0 1.5 0.8	tsiʔ	0	252	ts i ʔ	c v c
331	ChiapasZoque-33_give-1	ChiapasZoque	GIVE	give	čiʔ	čiʔ	tʃ i ʔ	1 7 1	AXN	TIH	1	1.T.C 1.I.V 1.H.c	2.0 1.5 0.8	tʃiʔ	0	252	tʃ i ʔ	c v c
#
332	NorthHighlandMixe-34_good-1	NorthHighlandMixe	GOOD	good	oy	oy	o j	7 6	XN	UJ	3	3.U.V 3.J.c	1.5 0.8	oj	0	261	o j -	v c
333	SouthHighlandMixe-34_good-1	SouthHighlandMixe	GOOD	good	ey	ey	e j	7 6	XN	EJ	9	9.E.V 9.J.c	1.5 0.8	ej	0	261	e j -	v c
334	LowlandMixe-34_good-1	LowlandMixe	GOOD	good	oy	oy	o j	7 6	XN	UJ	2	2.U.V 2.J.c	1.5 0.8	oj	0	261	o j -	v c
335	SayulaPopoluca-34_good-1	SayulaPopoluca	GOOD	good	oy	oy	o j	7 6	XN	UJ	7	7.U.V 7.J.c	1.5 0.8	oj	0	261	o j -	v c
336	OlutaPopoluca-34_good-1	OlutaPopoluca	GOOD	good	(ni)oya	oya	o j a	7 6 7	XBZ	UJA	4	4.U.V 4.J.C 4.A.V	1.5 1.75 0.8	oja	0	261	o j a	v c v
337	TexistepecZoque-34_good-1	TexistepecZoque	GOOD	good	wəə	wəə	w əː	6 7	AX	WE	10	10.W.C 10.E.V	2.0 1.5	wəː	0	267	w əː	c v
338	SoteapanZoque-34_good-1	SoteapanZoque	GOOD	good	wəə	wəə	w əː	6 7	AX	WE	8	8.W.C 8.E.V	2.0 1.5	wəː	0	267	w əː	c v
339	SanMiguelChimalapaZoque-34_good-1	SanMiguelChimalapaZoque	GOOD	good	wəhə	wəhə	w ə h ə	6 7 3 7	AXBZ	WEHE	5	5.W.C 5.E.V 5.H.C 5.E.V	2.0 1.5 1.75 0.8	wəhə	0	265	w ə h ə	c v c v
340	ChiapasZoque-34_good-1	ChiapasZoque	GOOD	good	oye	oye	o j e	7 6 7	XBZ	UJE	1	1.U.V 1.J.C 1.E.V	1.5 1.75 0.8	oje	0	261	o j e	v c v
#
341	NorthHighlandMixe-35_green-1	NorthHighlandMixe	GREEN	green	tsυšk	tsυšk	ts ʊ ʃ k	2 7 3 1	AXLN	CYSK	3	3.C.C 3.Y.V 3.S.c 3.K.c	2.0 1.5 1.1 0.8	tsʊʃk	0	269	ts ʊ ʃ k	c v c c
342	SouthHighlandMixe-35_green-1	SouthHighlandMixe	GREEN	green	tsušk	tsušk	ts u ʃ k	2 7 3 1	AXLN	CYSK	9	9.C.C 9.Y.V 9.S.c 9.K.c	2.0 1.5 1.1 0.8	tsuʃk	0	269	ts u ʃ k	c v c c
343	LowlandMixe-35_green-1	LowlandMixe	GREEN	green	tsuš	tsuš	ts u ʃ	2 7 3	AXN	CYS	2	2.C.C 2.Y.V 2.S.c	2.0 1.5 0.8	tsuʃ	0	269	ts u ʃ -	c v c
344	SayulaPopoluca-35_green-1	SayulaPopoluca	GREEN	green	šušuk	šušuk	ʃ u ʃ u k	3 7 3 7 1	AXBYN	SYSYK	7	7.S.C 7.Y.V 7.S.C 7.Y.V 7.K.c	2.0 1.5 1.75 1.3 0.8	ʃuʃuk	0	274	ʃ u ʃ u k	c v c v c
345	OlutaPopoluca-35_green-1	OlutaPopoluca	GREEN	green	tušuʔk	tušuʔk	t u ʃ u ʔ k	1 7 3 7 1 1	AXBYLN	TYSYHK	4	4.T.C 4.Y.V 4.S.C 4.Y.V 4.H.c 4.K.c	2.0 1.5 1.75 1.3 1.1 0.8	tuʃuʔk	0	271	t u ʃ u ʔ k	c v c v c c
346	TexistepecZoque-35_green-1	TexistepecZoque	GREEN	green	tsuus	tsuus	ts uː s	2 7 3	AXN	CYS	10	10.C.C 10.Y.V 10.S.c	2.0 1.5 0.8	tsuːs	0	269	ts uː s -	c v c
347	SoteapanZoque-35_green-1	SoteapanZoque	GREEN	green	tsuus	tsuus	ts uː s	2 7 3	AXN	CYS	8	8.C.C 8.Y.V 8.S.c	2.0 1.5 0.8	tsuːs	0	269	ts uː s -	c v c
348	SantaMariaChimalapaZoque-35_green-1	SantaMariaChimalapaZoque	GREEN	green	tsuhus	tsuhus	ts u h u s	2 7 3 7 3	AXBYN	CYHYS	6	6.C.C 6.Y.V 6.H.C 6.Y.V 6.S.c	2.0 1.5 1.75 1.3 0.8	tsuhus	0	273	ts u h u s	c v c v c
349	SanMiguelChimalapaZoque-35_green-1	SanMiguelChimalapaZoque	GREEN	green	tsuš	tsuš	ts u ʃ	2 7 3	AXN	CYS	5	5.C.C 5.Y.V 5.S.c	2.0 1.5 0.8	tsuʃ	0	269	ts u ʃ -	c v c
350	ChiapasZoque-35_green-1	ChiapasZoque	GREEN	green	tsuhtsu	tsuhtsu	ts u h ts u	2 7 3 2 7	AXMBZ	CYHCY	1	1.C.C 1.Y.V 1.H.c 1.C.C 1.Y.V	2.0 1.5 1.1 1.75 0.8	tsuhtsu	0	268	ts u h ts u	c v c c v
#
351	NorthHighlandMixe-36_hair-1	NorthHighlandMixe	HAIR	hair	vaahy	vaahy	v aː h j	3 7 3 6	AXBC	BAHJ	3	3.B.C 3.A.V 3.H.C 3.J.C	2.0 1.5 1.75 1.5	vaːhj	0	277	v aː h j	c v c c
352	SouthHighlandMixe-36_hair-1	SouthHighlandMixe	HAIR	hair	waay	waay	w aː j	6 7 6	AXN	WAJ	9	9.W.C 9.A.V 9.J.c	2.0 1.5 0.8	waːj	0	275	w aː j -	c v c
353	LowlandMixe-36_hair-1	LowlandMixe	HAIR	hair	waay	waay	w aː j	6 7 6	AXN	WAJ	2	2.W.C 2.A.V 2.J.c	2.0 1.5 0.8	waːj	0	275	w aː j -	c v c
354	TexistepecZoque-36_hair-1	TexistepecZoque	HAIR	hair	waʔy	waʔy	w a ʔ j	6 7 1 6	AXBC	WAHJ	10	10.W.C 10.A.V 10.H.C 10.J.C	2.0 1.5 1.75 1.5	waʔj	0	277	w a ʔ j	c v c c
355	SoteapanZoque-36_hair-1	SoteapanZoque	HAIR	hair	way	way	w a j	6 7 6	AXN	WAJ	8	8.W.C 8.A.V 8.J.c	2.0 1.5 0.8	waj	0	275	w a j -	c v c
356	SantaMariaChimalapaZoque-36_hair-1	SantaMariaChimalapaZoque	HAIR	hair	waʔy	waʔy	w a ʔ j	6 7 1 6	AXBC	WAHJ	6	6.W.C 6.A.V 6.H.C 6.J.C	2.0 1.5 1.75 1.5	waʔj	0	277	w a ʔ j	c v c c
357	SanMiguelChimalapaZoque-36_hair-1	SanMiguelChimalapaZoque	HAIR	hair	wayʔ	wayʔ	w a j ʔ	6 7 6 1	AXLN	WAJH	5	5.W.C 5.A.V 5.J.c 5.H.c	2.0 1.5 1.1 0.8	wajʔ	0	275	w a j ʔ	c v c c
358	ChiapasZoque-36_hair-1	ChiapasZoque	HAIR	hair	way	way	w a j	6 7 6	AXN	WAJ	1	1.W.C 1.A.V 1.J.c	2.0 1.5 0.8	waj	0	275	w a j -	c v c
359	SayulaPopoluca-36_hair-1	SayulaPopoluca	HAIR	hair	pəhk	pəhk	p ə h k	1 7 3 1	AXLN	PEHK	7	7.P.C 7.E.V 7.H.c 7.K.c	2.0 1.5 1.1 0.8	pəhk	0	278	p ə h k -	c v c c
360	OlutaPopoluca-36_hair-1	OlutaPopoluca	HAIR	hair	pəkə	pəkə	p ə k ə	1 7 1 7	AXBZ	PEKE	4	4.P.C 4.E.V 4.K.C 4.E.V	2.0 1.5 1.75 0.8	pəkə	1	278	p ə - k ə	c v c v
361	ChiapasZoque-36_hair-2	ChiapasZoque	HAIR	hair	pək	pək	p ə k	1 7 1	AXN	PEK	1	1.P.C 1.E.V 1.K.c	2.0 1.5 0.8	pək	1	278	p ə - k -	c v c
#
362	NorthHighlandMixe-37_hand-1	NorthHighlandMixe	HAND	hand	kəʔə	kəʔə	k ə ʔ ə	1 7 1 7	AXBZ	KEHE	3	3.K.C 3.E.V 3.H.C 3.E.V	2.0 1.5 1.75 0.8	kəʔə	0	279	k ə ʔ ə	c v c v
363	SouthHighlandMixe-37_hand-1	SouthHighlandMixe	HAND	hand	kəʔə	kəʔə	k ə ʔ ə	1 7 1 7	AXBZ	KEHE	9	9.K.C 9.E.V 9.H.C 9.E.V	2.0 1.5 1.75 0.8	kəʔə	0	279	k ə ʔ ə	c v c v
364	LowlandMixe-37_hand-1	LowlandMixe	HAND	hand	kəʔ	kəʔ	k ə ʔ	1 7 1	AXN	KEH	2	2.K.C 2.E.V 2.H.c	2.0 1.5 0.8	kəʔ	0	279	k ə ʔ -	c v c
